question_id,category,mode,expected,answer,exact_match,numeric_preservation,active_truth,gold_recall,input_tokens,kept_blocks,ttft_ms
Q0212,C,visibility,27 October 2027,"According to the given context, the active delivery date for Project METEOR-212 is 03 February 2026.",false,false,false,true,1749,16,1950.98
Q0212,C,random,27 October 2027,The active delivery date for Project METEOR-212 is 27 October 2027.,true,true,true,true,1840,16,1554.68
Q0212,C,bm25,27 October 2027,"According to the context provided, the active delivery date for Project METEOR-212 is 27 October 2027.",false,true,false,true,1739,16,2339.72
Q0213,C,full,02 December 2027,"According to the document, the active delivery date for Project NEXUS-213 is 02 December 2027.",true,true,true,true,6454,50,4037.84
Q0213,C,visibility,02 December 2027,The active delivery date for Project NEXUS-213 is 02 December 2027.,true,true,true,true,1744,16,1725.19
Q0213,C,random,02 December 2027,"Based on the information provided in the context, there is no specific mention of a project with the exact name ""Project NEXUS-213."" However, if we assume that this is referring to Project NEXUS-213 from the list of projects given earlier (which includes several other projects like Project",false,false,false,false,1915,16,4169.59
Q0213,C,bm25,02 December 2027,"According to the information provided in the text, the active delivery date for Project NEXUS-213 was 02 December 2027.",false,true,false,true,1744,16,2342.20
Q0214,C,full,05 June 2027,"According to the information provided, Project ORION-214 has an active delivery date of 09 April 2026. This means that it is currently in progress as of this writing, with a planned end date of April 9, 2026.",false,false,false,true,6453,50,6029.15
Q0214,C,visibility,05 June 2027,"According to the given context, the active delivery date for Project ORION-214 is 05 June 2027.",false,true,false,true,1742,16,2226.44
Q0214,C,random,05 June 2027,"I apologize, but I do not have enough context or information to answer your question about the ""active delivery date"" of Project ORION-214. Without additional details such as project timeline, milestones, deliverables, or any specific dates associated with this particular project, it's impossible for me to provide accurate information",false,false,false,false,1914,16,4757.50
Q0214,C,bm25,05 June 2027,"According to the information provided in the context, the active delivery date for Project ORION-214 is **05 June 2027**. This can be found in the fact table labeled ""FACT_ID"" with the corresponding project ID (F-0214) listed under the column labeled",false,true,false,true,1732,16,4187.85
Q0215,C,full,21 June 2027,"According to the given information, Project PHOENIX-215 has an ""active delivery date"" of May 31, 2026. This means that the project will be ready for implementation by that date.",false,false,false,true,6455,50,5419.97
Q0215,C,visibility,21 June 2027,The active delivery date for Project PHOENIX-215 is 05 March 2026.,false,false,false,true,1759,16,1741.71
Q0215,C,random,21 June 2027,"According to the context, the active delivery date for Project PHOENIX-215 is 21 June 2027.",false,true,false,true,1764,16,2004.49
Q0215,C,bm25,21 June 2027,"According to the given context, the active delivery date for Project PHOENIX-215 is ""21 June 2027"".",false,true,false,true,1739,16,2417.46
Q0216,C,full,27 April 2027,"According to the provided context, Project QUASAR-216 has an active delivery date of 27 April 2026.",false,false,false,true,6454,50,4109.63
Q0216,C,visibility,27 April 2027,"According to the given information, the active delivery date for Project QUASAR-216 is 27 October 2026.",false,false,false,true,1751,16,2119.46
Q0216,C,random,27 April 2027,"According to the given context, the active delivery date for Project QUASAR-216 is not explicitly stated in the text. However, it appears that the project has been completed by the end of 2022 or early 2023. If you have any additional information about when the project",false,false,false,false,1911,16,4063.85
Q0216,C,bm25,27 April 2027,"According to the context provided, the active delivery date for Project QUASAR-216 is 27 April 2027.",false,true,false,true,1742,16,2095.06
Q0217,C,full,19 April 2027,"According to the context, the active delivery date for Project RADAR-217 is ""19 December 2026"".",false,false,false,true,6453,50,4025.95
Q0217,C,visibility,19 April 2027,"According to the given context, the active delivery date for Project RADAR-217 is 19 December 2026.",false,false,false,true,1752,16,1809.96
Q0217,C,random,19 April 2027,"Based on the information provided, there is no specific date mentioned for Project RADAR-217. The context only states that it is ""optimized"" by various departments across multiple business units, but does not provide any details about when it will be completed or what the active delivery date would be. Without additional information about",false,false,false,false,1905,16,4841.19
Q0217,C,bm25,19 April 2027,"According to the information provided, the active delivery date for Project RADAR-217 is 19 April 2027.",false,true,false,true,1733,16,2115.92
Q0218,C,full,17 January 2027,"The active delivery date for Project SIRIUS-218 is stated as ""17 January 2027"".",true,true,true,true,6455,50,4054.30
Q0218,C,visibility,17 January 2027,"The active delivery date for Project SIRIUS-218 is stated as ""26 September 2026"".",false,false,false,true,1756,16,1816.30
Q0218,C,random,17 January 2027,"According to the given information, the active delivery date for Project SIRIUS-218 is 17 January 2027.",false,true,false,true,1762,16,2094.88
Q0218,C,bm25,17 January 2027,"According to the information provided in the given context, the active delivery date for Project SIRIUS-218 is stated as ""17 January 2027"".",false,true,false,true,1743,16,2382.84
Q0219,C,full,12 April 2027,"According to the document, Project TITAN-219 has an active delivery date of ""12 April 2027"".",true,true,true,true,6454,50,4045.28
Q0219,C,visibility,12 April 2027,The active delivery date for Project TITAN-219 is 12 April 2027.,true,true,true,true,1744,16,1983.37
Q0219,C,random,12 April 2027,The active delivery date for Project TITAN-219 is 12 April 2027.,true,true,true,true,1839,16,2164.68
Q0219,C,bm25,12 April 2027,"According to the given context, the active delivery date for Project TITAN-219 is 12 April 2027.",false,true,false,true,1732,16,2134.75
Q0220,C,full,07 November 2027,"According to the given information, the active delivery date for Project URANUS-220 is ""07 November 2027"".",true,true,true,true,6454,50,4330.65
Q0220,C,visibility,07 November 2027,The active delivery date for Project URANUS-220 is 07 November 2027.,true,true,true,true,1737,16,1679.49
Q0220,C,random,07 November 2027,"To determine the active delivery date for Project URANUS-220, I'll need more specific information about the project's timeline or status. However, here's what I can do:

1. Check if there's an official announcement from the relevant party (project manager, team lead, etc.).
2.",false,false,false,false,1909,16,4024.29
Q0220,C,bm25,07 November 2027,"According to the given context, the active delivery date for Project URANUS-220 is ""07 November 2027"".",true,true,true,true,1733,16,1944.23
Q0221,C,full,04 February 2027,"According to the information provided in the DOC_0020 document, Project VEGA-221 has an active delivery date of ""20 July 2026"". This indicates that it currently has a scheduled start date of July 20, 2026.",false,false,false,true,6453,50,6149.16
Q0221,C,visibility,04 February 2027,"According to the given context, the active delivery date for Project VEGA-221 is 04 February 2027. This can be found in the last line of the ""Fact"" row, which states ""Project: VEGA-221"".",false,true,false,true,1743,16,3680.04
Q0221,C,random,04 February 2027,"To determine the active delivery date for Project VEGA-221, I'll need more specific information about the project timeline or documentation related to this specific project. Without that additional context, it's not possible to provide an accurate answer. If you have access to any official documents or updates regarding the Project VEGA-",false,false,false,false,1913,16,4072.62
Q0221,C,bm25,04 February 2027,"According to the given information, the active delivery date for Project VEGA-221 is 04 February 2027.",true,true,true,true,1743,16,1983.91
Q0222,C,full,05 January 2027,"According to the document, Project WARP-222 has an ""active delivery date"" of 12 August 2026. This means that it will be ready for use or implementation starting from this date, with any additional work being done after then.",false,false,false,true,6453,50,5688.36
Q0222,C,visibility,05 January 2027,"According to the information provided, the active delivery date for Project WARP-222 was 05 January 2027.",false,true,false,true,1747,16,2457.12
Q0222,C,random,05 January 2027,"To determine the active delivery date for Project WARP-222, I'll need to refer to the context provided:

Doc_0045: ""Project WARP-222 has been identified as an ongoing project with no specific end date.""

Based on this information, there is no active delivery date",false,false,false,false,1906,16,4573.92
Q0222,C,bm25,05 January 2027,"According to the given context, the active delivery date for Project WARP-222 is 05 January 2027.",true,true,true,true,1744,16,2093.64
Q0223,C,full,01 March 2027,"According to the given information, the active delivery date for Project XENON-223 is 01 March 2027.",false,true,false,true,6454,50,4100.78
Q0223,C,visibility,01 March 2027,"According to the given context, the active delivery date for Project XENON-223 is ""01 March 2027"".",false,true,false,true,1749,16,1990.11
Q0223,C,random,01 March 2027,"Based on the information provided in the context, there is no specific mention of a project called ""XENON-223"" or any other project name that would allow me to determine the active delivery date for this particular project. The context describes multiple projects with different names (e.g., XENON-2",false,false,false,false,1907,16,3677.54
Q0223,C,bm25,01 March 2027,"According to the given context, the active delivery date for Project XENON-223 is:

01 March 2027",false,true,false,true,1752,16,1916.20
Q0224,C,full,12 December 2027,"According to the information provided, Project ZENITH-224 has an active delivery date of December 12, 2027. This means that it is currently in the process of being developed or implemented at this specific point in time.",false,true,false,true,6454,50,5883.27
Q0224,C,visibility,12 December 2027,"The active delivery date for Project ZENITH-224 is stated as ""21 July 2026"" in the given text.",false,false,false,true,1746,16,2189.61
Q0224,C,random,12 December 2027,"I apologize, but I do not have enough context or information to determine the specific project or document being referred to by ""Project ZENITH-224"". Without additional details such as the name of the document or project in question, it's impossible to provide an accurate answer about the active delivery date for Project Z",false,false,false,false,1916,16,4254.17
Q0224,C,bm25,12 December 2027,"According to the information provided in the given text, the active delivery date for Project ZENITH-224 was 12 December 2027.",false,true,false,true,1753,16,2307.84
Q0225,C,full,06 December 2027,"According to the information provided, Project APEX-225 has an ""Active Delivery Date"" of 16 November 2026. This indicates that the project is currently in progress as of this time, with the next step being the determination of the next delivery date for the project.",false,false,false,true,6454,50,6196.77
Q0225,C,visibility,06 December 2027,"According to the information provided, the active delivery date for Project APEX-225 is 16 November 2026.",false,false,false,true,1738,16,2680.19
Q0225,C,random,06 December 2027,"Based on the information provided in the given context, there is no specific date mentioned for Project APEX-225. The context only provides a list of project names with their respective dates of completion or release. To determine the active delivery date for Project APEX-225, we would need additional",false,false,false,false,1907,16,4350.64
Q0225,C,bm25,06 December 2027,"According to the context, the active delivery date for Project APEX-225 is 06 December 2027.",true,true,true,true,1744,16,2140.55
Q0226,C,full,07 November 2027,"According to the information provided in the context, Project BEACON-226 has an ""Active Delivery Date"" of 02 March 2026. This indicates that it currently has a scheduled start date of March 2nd, 2026, and will be completed by March",false,false,false,true,6454,50,6074.05
Q0226,C,visibility,07 November 2027,"According to the information provided, the active delivery date for Project BEACON-226 is 02 March 2026.",false,false,false,true,1747,16,2031.63
Q0226,C,random,07 November 2027,"According to the context, the active delivery date for Project BEACON-226 is 07 November 2027.",true,true,true,true,1849,16,2168.69
Q0226,C,bm25,07 November 2027,"According to the given information, the active delivery date for Project BEACON-226 is **07 November 2027**. This can be found in the last document listed under ""Old delivery date"" at the top of the context file, which shows that Project BEACON-22",false,true,false,true,1742,16,4622.53
Q0227,C,full,24 March 2027,"According to the information provided, Project CHRONOS-227 has an ""active delivery date"" of 24 March 2027. This indicates that it is currently in progress and there is no specific status change or completion date mentioned for this project at this time.",false,true,false,true,6454,50,5715.23
Q0227,C,visibility,24 March 2027,The active delivery date for Project CHRONOS-227 is 11 June 2026.,false,false,false,true,1747,16,1676.26
Q0227,C,random,24 March 2027,"I apologize, but I do not have any specific information about a project called ""Chronos-227"" or its associated delivery dates. Without more details from the given context, it's impossible to determine the exact active delivery date for this particular project. To find the correct answer, you would need additional data such",false,false,false,false,1919,16,3861.26
Q0227,C,bm25,24 March 2027,"According to the given context, the active delivery date for Project CHRONOS-227 is 24 March 2027.",false,true,false,true,1741,16,1849.35
Q0228,C,full,10 July 2027,"According to the information provided, the active delivery date for Project DAWN-228 is July 10, 2027.",false,true,false,true,6453,50,3905.95
Q0228,C,visibility,10 July 2027,"According to the given context, the active delivery date for Project DAWN-228 is 10 July 2027.",false,true,false,true,1740,16,2405.82
Q0228,C,random,10 July 2027,"I apologize, but I do not have enough context or information to determine the specific project being referred to as ""Project DAWN-228"". Without knowing which project this refers to in the given context, I cannot provide an accurate answer about the active delivery date for that particular project. Could you please provide more details",false,false,false,false,1905,16,4320.53
Q0228,C,bm25,10 July 2027,The active delivery date for Project DAWN-228 is 10 July 2027.,true,true,true,true,1730,16,1613.82
Q0229,C,full,17 July 2027,"According to the information provided, Project ECLIPSE-229 has an active delivery date of 17 July 2027. This means that the project is currently being developed or implemented as of this date.",false,true,false,true,6455,50,4984.42
Q0229,C,visibility,17 July 2027,"According to the context, the active delivery date for Project ECLIPSE-229 is 04 August 2026.",false,false,false,true,1747,16,1855.22
Q0229,C,random,17 July 2027,"According to the given context, the active delivery date for Project ECLIPSE-229 is ""Not specified."" This means that there isn't a specific deadline or completion date mentioned for this project. The information provided does not contain any details about when the project will be completed or when it can start.",false,false,false,false,1904,16,3518.17
Q0229,C,bm25,17 July 2027,"According to the information provided, the active delivery date for Project ECLIPSE-229 is stated as ""17 July 2027"". This means that the project was officially launched or started in this specific month, with an active status indicating ongoing work or progress.",false,true,false,true,1742,16,4759.55
Q0230,C,full,22 October 2027,"According to the given information, Project FALCON-230 has an ""Active Delivery Date"" of 28 February 2026. This means that as of this date, it is still in progress and not yet completed.",false,false,false,true,6454,50,5449.43
Q0230,C,visibility,22 October 2027,"According to the given context, the active delivery date for Project FALCON-230 was 28 February 2026.",false,false,false,true,1754,16,1998.47
Q0230,C,random,22 October 2027,"I apologize, but there seems to be an error in your request. There appears to be no specific project or project number mentioned that would allow me to determine the ""active delivery date"" for Project FALCON-230. Without more information about this particular project, I cannot provide you with accurate details regarding its",false,false,false,false,1911,16,4155.13
Q0230,C,bm25,22 October 2027,"According to the context, the active delivery date for Project FALCON-230 is 22 October 2027.",true,true,true,true,1742,16,1892.72
Q0231,C,full,27 September 2027,"According to the information provided, the active delivery date for Project GENESIS-231 is 22 February 2026. This can be found in the ""Status:"" field of DOC_0024.",false,false,false,true,6453,50,5106.67
Q0231,C,visibility,27 September 2027,"According to the context, Project GENESIS-231 has an ""Active Delivery Date"" of 27 September 2027.",true,true,true,true,1750,16,2451.15
Q0231,C,random,27 September 2027,"The active delivery date for Project GENESIS-231 was set as ""22 February 2026"".",false,false,false,false,1829,16,1860.01
Q0231,C,bm25,27 September 2027,"According to the information provided, the active delivery date for Project GENESIS-231 is 27 September 2027.",false,true,false,true,1737,16,2017.45
Q0232,C,full,21 April 2027,"According to the given information, the active delivery date for Project HELIOS-232 is ""15 January 2026"".",false,false,false,true,6453,50,4030.77
Q0232,C,visibility,21 April 2027,"According to the given context, the active delivery date for Project HELIOS-232 is 21 April 2027.",false,true,false,true,1756,16,1895.30
Q0232,C,random,21 April 2027,"To determine the active delivery date for Project HELIOS-232, I'll need to search through the provided context for relevant information about this project. 

After reviewing the context, I don't see any specific details about the active delivery dates of projects or their associated deliverables. Therefore, without additional context from the",false,false,false,false,1904,16,3583.14
Q0232,C,bm25,21 April 2027,"According to the context, the active delivery date for Project HELIOS-232 is **21 April 2027**.",true,true,true,true,1733,16,1754.50
Q0233,C,full,17 February 2027,"The active delivery date for Project IRIS-233 is stated as ""13 February 2026"". This information can be found in the first document DOC_0007, which lists the deliverables for each project under the ""IRIS-233"" category.",false,false,false,true,6453,50,5903.82
Q0233,C,visibility,17 February 2027,"According to the given context, Project IRIS-233 has an active delivery date of 17 February 2027.",true,true,true,true,1749,16,1942.48
Q0233,C,random,17 February 2027,"According to the given context, the active delivery date for Project IRIS-233 is 17 February 2027.",true,true,true,true,1761,16,1941.17
Q0233,C,bm25,17 February 2027,"According to the information provided, the active delivery date for Project IRIS-233 is 17 February 2027.",false,true,false,true,1750,16,1709.94
Q0234,C,full,07 February 2027,"According to the document, Project JUPITER-234 has an active delivery date of ""16 March 2026"". This indicates that it is currently under development or in the planning stage and has not yet been formally approved or started.",false,false,false,true,6454,50,5756.85
Q0234,C,visibility,07 February 2027,"According to the given context, the active delivery date for Project JUPITER-234 is ""07 February 2027"".",true,true,true,true,1753,16,2005.22
Q0234,C,random,07 February 2027,"Based on the provided context, there is no specific information about a project called ""Project JUPITER-234"" or any details about its active delivery dates. The context only mentions that several projects have been identified with similar names but does not provide any specific information about their active delivery dates. Without additional context or",false,false,false,false,1908,16,4528.18
Q0234,C,bm25,07 February 2027,"According to the context, the active delivery date for Project JUPITER-234 is 07 February 2027.",true,true,true,true,1738,16,2136.68
Q0235,C,full,13 December 2027,"According to the given information, the active delivery date for Project KRONOS-235 is December 13, 2027.",false,true,false,true,6454,50,4042.94
Q0235,C,visibility,13 December 2027,"According to the given context, the active delivery date for Project KRONOS-235 is 07 August 2026.",false,false,false,true,1737,16,1953.25
Q0235,C,random,13 December 2027,The active delivery date for Project KRONOS-235 is 13 December 2027.,true,true,true,true,1842,16,1719.04
Q0235,C,bm25,13 December 2027,"According to the context, the active delivery date for Project KRONOS-235 is 13 December 2027.",true,true,true,true,1736,16,1974.11
Q0236,C,full,22 February 2027,"According to the provided information, the active delivery date for Project LUNA-236 is 22 February 2027.",false,true,false,true,6454,50,4037.57
Q0236,C,visibility,22 February 2027,"According to the given context, the active delivery date for Project LUNA-236 is 22 February 2027.",true,true,true,true,1744,16,2235.56
Q0236,C,random,22 February 2027,"According to the provided context, the active delivery date for Project LUNA-236 (likely referring to Project LUNA-236) is not explicitly stated in the text. The context only mentions that it's an ongoing project with different departments working on various aspects of it. Without more specific information",false,false,false,false,1912,16,4753.65
Q0236,C,bm25,22 February 2027,"According to the context provided, the active delivery date for Project LUNA-236 is 22 February 2027.",true,true,true,true,1739,16,2151.66
Q0237,C,full,17 February 2027,"According to the given text, Project METEOR-237 has an ""active delivery date"" of 06 May 2026.",false,false,false,true,6454,50,4355.64
Q0237,C,visibility,17 February 2027,"According to the given information, the active delivery date for Project METEOR-237 is 17 February 2027.",true,true,true,true,1748,16,1959.77
Q0237,C,random,17 February 2027,"According to the context, the active delivery date for Project METEOR-237 was 06 May 2026. This can be seen in the first line of the context document: ""DOC_0006: The Finance department is optimizing its methodology strategies to achieve better monetization and",false,false,false,false,1836,16,3621.50
Q0237,C,bm25,17 February 2027,"According to the information provided, the active delivery date for Project METEOR-237 is ""17 February 2027"". This can be seen in the last sentence of the given text:

""Fact ID: F-0237""
""Project: METEOR-237",false,true,false,true,1750,16,4339.01
Q0238,C,full,11 January 2027,"According to the information provided, Project NEXUS-238 has an active delivery date of 11 January 2027. This can be found in the ""Fact_ID"" column of the given text, which refers to the project's identification number (F-0238).",false,true,false,true,6454,50,6244.90
Q0238,C,visibility,11 January 2027,"The active delivery date for Project NEXUS-238 is stated as ""11 January 2027"". This information is found in the first document listed, which is DOC_0033.",false,true,false,true,1746,16,2833.22
Q0238,C,random,11 January 2027,The active delivery date for Project NEXUS-238 is 11 January 2027.,true,true,true,true,1841,16,1716.10
Q0238,C,bm25,11 January 2027,"According to the given context, the active delivery date for Project NEXUS-238 is stated as ""11 January 2027"". This information appears in DOC_0003, which describes Project NEXUS-238 under the ""Finance"" department.",false,true,false,true,1746,16,3692.46
Q0239,C,full,13 June 2027,"According to the document, Project ORION-239 has an ""Active Delivery Date"" of 13 June 2027.",false,true,false,true,6453,50,4222.49
Q0239,C,visibility,13 June 2027,"The active delivery date for Project ORION-239 is stated as ""12 March 2026"" in the given context.",false,false,false,true,1753,16,2280.93
Q0239,C,random,13 June 2027,"I apologize, but I don't have enough context or information to determine the specific project or document being referred to by ""Project ORION-239"". Without knowing which of these documents or projects this reference refers to, it's not possible to accurately answer when the ""active delivery date"" for Project ORION-",false,false,false,false,1910,16,4170.57
Q0239,C,bm25,13 June 2027,"According to the context provided, the active delivery date for Project ORION-239 is 13 June 2027.",false,true,false,true,1743,16,1977.23
Q0240,C,full,08 June 2027,"According to the given information, Project PHOENIX-240 has an active delivery date of 08 June 2027.",false,true,false,true,6455,50,4162.52
Q0240,C,visibility,08 June 2027,"The active delivery date for Project PHOENIX-240 is stated as ""14 December 2026"".",false,false,false,true,1738,16,1714.20
Q0240,C,random,08 June 2027,"To determine the active delivery date for Project PHOENIX-240, I'll need more specific information about that project. However, based on typical practices in software development:

1. Identify the start and end dates of each phase (e.g., requirements gathering, design, implementation, testing).
2. Calculate",false,false,false,false,1909,16,3486.63
Q0240,C,bm25,08 June 2027,"According to the context, the active delivery date for Project PHOENIX-240 is stated as ""08 June 2027"".",false,true,false,true,1748,16,1990.45
Q0241,C,full,14 June 2027,"According to the provided context, Project QUASAR-241 has an active delivery date of 14 June 2027. This information is stated in the last document (DOC_0040) under the ""Project"" section, which indicates that it is being actively managed by the relevant",false,true,false,true,6454,50,6079.55
Q0241,C,visibility,14 June 2027,The active delivery date for Project QUASAR-241 is 14 June 2027.,true,true,true,true,1749,16,1563.49
Q0241,C,random,14 June 2027,"According to the information provided, the active delivery date for Project QUASAR-241 was 14 June 2027.",false,true,false,true,1845,16,1785.38
Q0241,C,bm25,14 June 2027,"According to the context, the active delivery date for Project QUASAR-241 is stated as ""14 June 2027"".",false,true,false,true,1732,16,1812.07
Q0242,C,full,02 February 2027,"According to the information provided, Project RADAR-242 has an ""active delivery date"" of 09 August 2026. This indicates that the project is currently in progress as of this specific date.",false,false,false,true,6453,50,5069.38
Q0242,C,visibility,02 February 2027,"The active delivery date for Project RADAR-242 is stated as ""09 August 2026"". This information appears in the last row of the given context, which shows that Project RADAR-242 has an Active Delivery Date (ADD) of 09 August 20",false,false,false,true,1745,16,3593.40
Q0242,C,random,02 February 2027,"According to the information provided, the active delivery date for Project RADAR-242 is 02 February 2027.",false,true,false,true,1841,16,2308.66
Q0242,C,bm25,02 February 2027,"According to the information provided, the active delivery date for Project RADAR-242 is 02 February 2027.",false,true,false,true,1740,16,2285.32
Q0243,C,full,25 March 2027,"According to the document, Project SIRIUS-243 has an ""active delivery date"" of 25 March 2027.",true,true,true,true,6455,50,4201.64
Q0243,C,visibility,25 March 2027,The active delivery date for Project SIRIUS-243 is 25 March 2027.,true,true,true,true,1751,16,1674.03
Q0243,C,random,25 March 2027,"Based on the provided context, the active delivery date for Project SIRIUS-243 is listed as ""25 December 2026"". This indicates that the project has been scheduled to be completed by this date, but it does not specify whether the project is currently in progress or if there is",false,false,false,false,1828,16,3865.57
Q0243,C,bm25,25 March 2027,"According to the information provided, the active delivery date for Project SIRIUS-243 is 25 March 2027.",false,true,false,true,1751,16,2084.70
Q0244,C,full,06 September 2027,"According to the context, Project TITAN-244 has an ""active delivery date"" of 20 January 2026. This means that it is currently in progress and can be delivered or modified at any time before this date.",false,false,false,true,6454,50,5448.86
Q0244,C,visibility,06 September 2027,"According to the given information, the active delivery date for Project TITAN-244 is 06 September 2027.",true,true,true,true,1748,16,2319.60
Q0244,C,random,06 September 2027,"To determine the active delivery date for Project TITAN-244, I'll need more specific information about that project. Typically, such details would be found in:

1. Project management software reports or dashboards.
2. Official documents from the organization involved in the project (e.g., project management plan).",false,false,false,false,1911,16,4492.68
Q0244,C,bm25,06 September 2027,"According to the given context, the active delivery date for Project TITAN-244 is 06 September 2027.",true,true,true,true,1732,16,2056.46
Q0245,C,full,11 June 2027,"According to the context, the active delivery date for Project URANUS-245 is stated as ""11 June 2027"".",false,true,false,true,6454,50,4139.36
Q0245,C,visibility,11 June 2027,The active delivery date for Project URANUS-245 is 11 June 2027.,true,true,true,true,1757,16,1576.94
Q0245,C,random,11 June 2027,"I apologize, but I do not have enough context or information to answer the question ""What is the active delivery date for Project URANUS-245?"" Without specific details about this project or any relevant documents, I cannot provide a complete answer. To accurately determine the active delivery date for Project URANUS-",false,false,false,false,1913,16,3987.75
Q0245,C,bm25,11 June 2027,"According to the information provided in the given text, the active delivery date for Project URANUS-245 is ""11 June 2027"". This can be seen from the fact that the status of the project is listed as ""ACTIVE"" at the end of the document.",false,true,false,true,1747,16,4385.56
Q0246,C,full,19 May 2027,"According to the information provided, Project VEGA-246 has an ""active delivery date"" of 19 May 2027.",false,true,false,true,6453,50,4208.60
Q0246,C,visibility,19 May 2027,"The active delivery date for Project VEGA-246 is stated as ""19 May 2027"". This information is explicitly provided in the first sentence of the given text, which states:

""DOC_0000:
The Legal department is optimizing its virtualization strategies to achieve better architecture and",false,true,false,true,1744,16,3746.43
Q0246,C,random,19 May 2027,"I apologize, but I don't have enough context or information to determine the specific project being referred to as ""Project VEGA-246"". Without more details about that particular project or any other context in which this information might be relevant, I can't provide an accurate answer to your question. If you could provide",false,false,false,false,1918,16,3823.05
Q0246,C,bm25,19 May 2027,"According to the information provided, the active delivery date for Project VEGA-246 is 19 May 2027.",false,true,false,true,1736,16,1813.85
Q0247,C,full,15 December 2027,"According to the information provided, Project WARP-247 has an ""active delivery date"" of December 15, 2027.",false,true,false,true,6453,50,4176.17
Q0247,C,visibility,15 December 2027,"According to the given context, the active delivery date for Project WARP-247 is 15 December 2027.",true,true,true,true,1758,16,2267.07
Q0247,C,random,15 December 2027,"According to the given information, the active delivery date for Project WARP-247 is 15 December 2027.",true,true,true,true,1757,16,2122.20
Q0247,C,bm25,15 December 2027,"According to the information provided, the active delivery date for Project WARP-247 is stated as ""15 December 2027"". This can be found in the DOC_0037 entry under the ""Fact ID"" field, which indicates that it was an old delivery date for Project W",false,true,false,true,1737,16,4012.31
Q0248,C,full,07 April 2027,"According to the document, the active delivery date for Project XENON-248 is 02 April 2026.",false,false,false,true,6454,50,4116.13
Q0248,C,visibility,07 April 2027,"According to the given context, the active delivery date for Project XENON-248 is ""02 April 2026"". This information can be found in the DOC_0010 entry under the section ""Project: XENON-248"" which lists the project's status",false,false,false,true,1752,16,3959.60
Q0248,C,random,07 April 2027,"The project, Project XENON-248, has an active delivery date of 02 April 2026. This information can be found in the ""DEPRECATED"" section of the given text, which states that the document was originally dated 02 April 2026 but",false,false,false,false,1836,16,4178.34
Q0248,C,bm25,07 April 2027,"According to the context, the active delivery date for Project XENON-248 is ""07 April 2027"".",true,true,true,true,1737,16,2240.65
Q0249,C,full,11 January 2027,"According to the information provided, Project ZENITH-249 has an ""active delivery date"" of 11 January 2027. This indicates that it is currently being developed or planned to be delivered by this date.",false,true,false,true,6454,50,5683.23
Q0249,C,visibility,11 January 2027,"According to the given context, Project ZENITH-249 has an active delivery date of 11 January 2027. This information can be found in the ""FACT_ID"" (Fact Identification) field under the ""Active delivery date:"" section.",false,true,false,true,1738,16,3747.11
Q0249,C,random,11 January 2027,The active delivery date for Project ZENITH-249 is 11 January 2027.,true,true,true,true,1833,16,1532.56
Q0249,C,bm25,11 January 2027,"According to the context, the active delivery date for Project ZENITH-249 is 11 January 2027.",true,true,true,true,1745,16,1800.57
Q0250,C,full,22 August 2027,"According to the document, the active delivery date for Project APEX-250 is 22 August 2027. This information can be found in DOC_0017.",false,true,false,true,6454,50,4858.94
Q0250,C,visibility,22 August 2027,The active delivery date for Project APEX-250 is 14 May 2026.,false,false,false,true,1746,16,1838.35
Q0250,C,random,22 August 2027,"According to the given context, Project APEX-250 has an ""active delivery date"" of 2025/01/01. This information can be found in the last sentence of the document, which states that ""Project APEX-250 has an 'active delivery",false,false,false,false,1911,16,4249.93
Q0250,C,bm25,22 August 2027,"According to the context, the active delivery date for Project APEX-250 is stated as ""22 August 2027"".",false,true,false,true,1747,16,2089.03
Q0251,C,full,18 February 2027,"According to the information provided, the active delivery date for Project BEACON-251 is stated as ""18 September 2026"".",false,false,false,true,6454,50,4312.60
Q0251,C,visibility,18 February 2027,"According to the information provided, Project BEACON-251 has an ""active delivery date"" of 18 February 2027. This means that it is currently in progress as of that date, and there have been no changes or delays in its schedule since then.",false,true,false,true,1745,16,3551.81
Q0251,C,random,18 February 2027,"To determine the active delivery date for Project BEACON-251, I'll need more information about the specific details of this project or document. Typically, project timelines would include key milestones and dates that define when each phase (such as development, testing, and deployment) will be completed. However, without access",false,false,false,false,1913,16,4060.66
Q0251,C,bm25,18 February 2027,"According to the given context, the active delivery date for Project BEACON-251 is ""18 February 2027"". This can be found in the DOC_0013 entry under the ""Status"" section, where it states that the project is currently ""ACTIVE"".",false,true,false,true,1739,16,4594.71
Q0252,C,full,05 November 2027,"According to the given information, the active delivery date for Project CHRONOS-252 is ""19 March 2026"". This can be seen in the first document DOC_0006, where it states that the Project status is ""ACTIVE"" with an end date of ""19",false,false,false,true,6454,50,7381.87
Q0252,C,visibility,05 November 2027,"According to the given information, the active delivery date for Project CHRONOS-252 is 05 November 2027.",false,true,false,true,1742,16,2084.04
Q0252,C,random,05 November 2027,"According to the given context, Project CHRONOS-252 has an ""active delivery date"" of March 1, 2023. This information is explicitly stated in the last sentence of the provided text: ""Project CHRONOS-252 has an 'active delivery date' of March",false,false,false,false,1905,16,3616.76
Q0252,C,bm25,05 November 2027,"According to the given context, the active delivery date for Project CHRONOS-252 is stated as ""05 November 2027"".",false,true,false,true,1737,16,2381.53
